58.6104240961	1177.23193178	0.0
58.8884621211	1177.71081361	0.0
59.1877213075	1178.22533998	0.0
59.478870448	1178.72631654	0.0
59.7756004893	1179.23742494	0.0
60.0328789317	1179.67980775	0.0
60.2851868226	1180.11388979	0.0
60.5683441721	1180.60143861	0.0
60.8493652886	1181.08508119	0.0
61.1067505426	1181.52905091	0.0
61.361347254	1181.96838197	0.0
61.6423836302	1182.45458803	0.0
61.9220467159	1182.9436017	0.0
62.1759567812	1183.38427553	0.0
62.5110664911	1183.96679506	0.0
62.8919640126	1184.62927064	0.0
63.2581520637	1185.2663556	0.0
63.5158806389	1185.71642885	0.0
63.7712593633	1186.16161928	0.0
64.0404434756	1186.63146791	0.0
64.3685684751	1187.19909486	0.0
64.6216431209	1187.64147768	0.0
64.9488907414	1188.2161847	0.0
65.260902459	1188.76501283	0.0
65.5271225517	1189.23315248	0.0
65.8324966969	1189.7684308	0.0
66.219970758	1190.44714174	0.0
66.5621033259	1191.04492006	0.0
66.8517914364	1191.55138979	0.0
67.1690521781	1192.105589	0.0
67.5077591497	1192.69787416	0.0
67.807830865	1193.22265443	0.0
68.1797485909	1193.87316713	0.0
68.4974213199	1194.42931948	0.0
68.7504425594	1194.87304506	0.0
69.014465386	1195.33569154	0.0
69.3743668162	1195.96655092	0.0
69.6518631525	1196.45312318	0.0
70.0387726377	1197.13183412	0.0
70.3306351262	1197.64330873	0.0
70.6439133237	1198.19250307	0.0
70.6439133237	1198.76269349	0.0
71.182174738	1199.13830385	0.0
71.5185394847	1199.72973451	0.0
71.9705811104	1200.52514467	0.0
72.3723831731	1201.23229799	0.0
73.1588135313	1202.61791811	0.0
73.5532227114	1203.3140851	0.0
73.9561997012	1204.02612123	0.0
74.3597031189	1204.73852357	0.0
74.7616730283	1205.4481183	0.0
75.0313416077	1205.92358217	0.0
75.320953424	1206.43383607	0.0
75.8931122376	1207.44164857	0.0
76.3394394478	1208.22851381	0.0
76.799766595	1209.04284486	0.0
77.0976868225	1209.567381	0.0
77.3974533622	1210.09521303	0.0
77.71466833	1210.65466127	0.0
78.046386774	1211.24279603	0.0
78.6584320623	1212.32336244	0.0
78.9675446109	1212.86974916	0.0
79.4518051703	1213.72533998	0.0
79.7957535345	1214.33276186	0.0
80.2943268365	1215.21410951	0.0
80.2943268365	1215.80468568	0.0
80.9580460133	1216.3856183	0.0
81.4646225536	1217.27880678	0.0
82.1014710026	1218.39965639	0.0
82.418968255	1218.95763978	0.0
82.8565445507	1219.72521791	0.0
83.4224396307	1220.71435365	0.0
83.6956177301	1221.1915265	0.0
84.0673065731	1221.83971986	0.0
84.5611267628	1222.70068178	0.0
84.9080124461	1223.30822572	0.0
85.2212906436	1223.85656556	0.0
85.7031021666	1224.69885072	0.0
86.174987848	1225.52331361	0.0
86.507118281	1226.10265932	0.0
86.8276978099	1226.66283998	0.0
87.081855829	1227.1043683	0.0
87.3370056692	1227.54589662	0.0
87.5919113708	1227.98657045	0.0
